"affected","implementer","year","flow","value"
"United Kingdom","Mexico","2011","all",0.011645443849141
"United States of America","Mexico","2011","all",0.0894501702943036
"World","Mexico","2011","all",0.0626735126886825
"Argentina","Republic of Korea","2011","all",0.250314777036347
"Australia","Republic of Korea","2011","all",0.0272420877452235
"Brazil","Republic of Korea","2011","all",0.0155455733549553
"Canada","Republic of Korea","2011","all",0.0605532823318369
"China","Republic of Korea","2011","all",0.0423625840030623
"France","Republic of Korea","2011","all",0.0404401541020407
"Germany","Republic of Korea","2011","all",0.0742551457937026
"India","Republic of Korea","2011","all",0.0952881947095366
"Indonesia","Republic of Korea","2011","all",0.0258834601886356
"Italy","Republic of Korea","2011","all",0.071069360764784
"Japan","Republic of Korea","2011","all",0.0759218089692394
"Mexico","Republic of Korea","2011","all",0.0341934035239216
"Russia","Republic of Korea","2011","all",0.294656486519887
"Saudi Arabia","Republic of Korea","2011","all",0.849011318180013
"South Africa","Republic of Korea","2011","all",0.00486159408629759
"Turkey","Republic of Korea","2011","all",0.008705462250345
"United Kingdom","Republic of Korea","2011","all",0.0429185203181006
"United States of America","Republic of Korea","2011","all",0.0767170738689552
"World","Republic of Korea","2011","all",0.133614908937404
"Argentina","Russia","2011","all",0.451190461869855
"Australia","Russia","2011","all",0.244871948730483
"Brazil","Russia","2011","all",0.823362157555977
"Canada","Russia","2011","all",0.642488202578724
"China","Russia","2011","all",0.294078545474148
"France","Russia","2011","all",0.364008461779304
"Germany","Russia","2011","all",0.435930959138173
"India","Russia","2011","all",0.492601042041765
"Indonesia","Russia","2011","all",0.376046822989492
"Italy","Russia","2011","all",0.330459233955519
"Japan","Russia","2011","all",0.774134962271663
"Mexico","Russia","2011","all",0.509323827396301
"Republic of Korea","Russia","2011","all",0.504204008160866
"Saudi Arabia","Russia","2011","all",0.174038039378475
"South Africa","Russia","2011","all",0.0802160750959504
"Turkey","Russia","2011","all",0.407826858849264
"United Kingdom","Russia","2011","all",0.537661320273845
"United States of America","Russia","2011","all",0.482533394970907
"World","Russia","2011","all",0.463238480668234
"Argentina","Saudi Arabia","2011","all",0.0199175676782508
"Australia","Saudi Arabia","2011","all",0.590079224741415
"Brazil","Saudi Arabia","2011","all",0.381755535219315
"Canada","Saudi Arabia","2011","all",0.340136429521724
"China","Saudi Arabia","2011","all",0.156483462163745
"France","Saudi Arabia","2011","all",0.147064328509537
"Germany","Saudi Arabia","2011","all",0.214661387148183
"India","Saudi Arabia","2011","all",0.0723500290563749
"Indonesia","Saudi Arabia","2011","all",0.229408265733933
"Italy","Saudi Arabia","2011","all",0.157751386674999
"Japan","Saudi Arabia","2011","all",0.496166228828275
"Mexico","Saudi Arabia","2011","all",0.362252065587918
"Republic of Korea","Saudi Arabia","2011","all",0.416905210487289
"Russia","Saudi Arabia","2011","all",0.00848080763300698
"South Africa","Saudi Arabia","2011","all",0.264314891215459
"Turkey","Saudi Arabia","2011","all",0.238790394209987
"United Kingdom","Saudi Arabia","2011","all",0.0958090159319917
"United States of America","Saudi Arabia","2011","all",0.262837748745132
"World","Saudi Arabia","2011","all",0.265330543973896
"Argentina","South Africa","2011","all",0.301824098944479
"Australia","South Africa","2011","all",0.00880954896760944
"Brazil","South Africa","2011","all",0.136047037918484
"Canada","South Africa","2011","all",0.0315761599359235
"China","South Africa","2011","all",0.191408447966016
"France","South Africa","2011","all",0.0197945151442861
"Germany","South Africa","2011","all",0.0697751639144823
"India","South Africa","2011","all",0.0516594769282839
"Indonesia","South Africa","2011","all",0.0559416934994691
"Italy","South Africa","2011","all",0.050174343057926
"Japan","South Africa","2011","all",0.0252422400608046
"Mexico","South Africa","2011","all",0.178176003681568
"Republic of Korea","South Africa","2011","all",0.234529232184903
"Russia","South Africa","2011","all",0
"Saudi Arabia","South Africa","2011","all",0.562632890803502
"Turkey","South Africa","2011","all",0.00344253688131686
"United Kingdom","South Africa","2011","all",0.0618710743141098
"United States of America","South Africa","2011","all",0.0129794090249297
"World","South Africa","2011","all",0.130073044605517
"Argentina","Turkey","2011","all",0.0513036448926701
"Australia","Turkey","2011","all",0.00225305632444437
"Brazil","Turkey","2011","all",0.0199776119779707
"Canada","Turkey","2011","all",0.0401689510785119
"China","Turkey","2011","all",0.207995575345922
"France","Turkey","2011","all",0.0449798592240514
"Germany","Turkey","2011","all",0.050269949316681
"India","Turkey","2011","all",0.162099129665168
"Indonesia","Turkey","2011","all",0.180976883274379
"Italy","Turkey","2011","all",0.0489480574806913
"Japan","Turkey","2011","all",0.0528819582405195
"Mexico","Turkey","2011","all",0.364617350198971
"Republic of Korea","Turkey","2011","all",0.105953547004668
"Russia","Turkey","2011","all",0.0762103935271019
"Saudi Arabia","Turkey","2011","all",0.0239577641970423
"South Africa","Turkey","2011","all",0.00192810056688207
"United Kingdom","Turkey","2011","all",0.0258579003928776
"United States of America","Turkey","2011","all",0.048033631015758
"World","Turkey","2011","all",0.0767425939979868
"Argentina","United Kingdom","2011","all",0.212767845628741
"Australia","United Kingdom","2011","all",0.270858773699499
"Brazil","United Kingdom","2011","all",0.101312171477867
"Canada","United Kingdom","2011","all",0.0490842903345076
"China","United Kingdom","2011","all",0.0558893402001271
"France","United Kingdom","2011","all",0.014699587904645
"Germany","United Kingdom","2011","all",0.0225480424045211
"India","United Kingdom","2011","all",0.0577833593325128
"Indonesia","United Kingdom","2011","all",0.0289018797559128
"Italy","United Kingdom","2011","all",0.01110722297433
"Japan","United Kingdom","2011","all",0.0608951040726576
"Mexico","United Kingdom","2011","all",0.0142325922739676
"Republic of Korea","United Kingdom","2011","all",0.041257967631702
"Russia","United Kingdom","2011","all",0.000274027968436575
"Saudi Arabia","United Kingdom","2011","all",0
"South Africa","United Kingdom","2011","all",0.106933964947688
"Turkey","United Kingdom","2011","all",0.070873446706497
"United States of America","United Kingdom","2011","all",0.0521173949316974
"World","United Kingdom","2011","all",0.0405712341210854
"Argentina","United States of America","2011","all",0.237301338298676
"Australia","United States of America","2011","all",0.107705939775819
"Brazil","United States of America","2011","all",0.276183670053801
"Canada","United States of America","2011","all",0.286704171868855
"China","United States of America","2011","all",0.325587182200266
"France","United States of America","2011","all",0.223795131481235
"Germany","United States of America","2011","all",0.348013180988001
"India","United States of America","2011","all",0.14374576526174
"Indonesia","United States of America","2011","all",0.124641591022231
"Italy","United States of America","2011","all",0.157108043531248
"Japan","United States of America","2011","all",0.477757411654208
"Mexico","United States of America","2011","all",0.341065416037434
"Republic of Korea","United States of America","2011","all",0.561456448339519
"Russia","United States of America","2011","all",0.467522577556876
"Saudi Arabia","United States of America","2011","all",0.0291108965094639
"South Africa","United States of America","2011","all",0.150139513045372
"Turkey","United States of America","2011","all",0.180165363154499
"United Kingdom","United States of America","2011","all",0.263817858565337
"World","United States of America","2011","all",0.321308169911057
"Argentina","World","2011","all",0.162914285452376
"Australia","World","2011","all",0.225152623195676
"Brazil","World","2011","all",0.298942543536618
"Canada","World","2011","all",0.271758480276189
"China","World","2011","all",0.182195163070664
"France","World","2011","all",0.153653865546137
"Germany","World","2011","all",0.241539979086912
"India","World","2011","all",0.212058867550622
"Indonesia","World","2011","all",0.16035663487819
"Italy","World","2011","all",0.12483646596558
"Japan","World","2011","all",0.396471193746945
"Mexico","World","2011","all",0.325062236270492
"Republic of Korea","World","2011","all",0.480075327948038
"Russia","World","2011","all",0.217659473168398
"Saudi Arabia","World","2011","all",0.251167037846655
"South Africa","World","2011","all",0.164950098939601
"Turkey","World","2011","all",0.159330915580903
"United Kingdom","World","2011","all",0.180173846595444
"United States of America","World","2011","all",0.147194249375234
"World","World","2011","all",0.235201024234721
"Australia","Argentina","2012","all",0.854661940552394
"Brazil","Argentina","2012","all",0.88644833452822
"Canada","Argentina","2012","all",0.424245097713245
"China","Argentina","2012","all",0.780871855461504
"France","Argentina","2012","all",0.552139695037535
"Germany","Argentina","2012","all",0.687308483354251
"India","Argentina","2012","all",0.792359344230605
"Indonesia","Argentina","2012","all",0.843621850608786
"Italy","Argentina","2012","all",0.602530499672823
"Japan","Argentina","2012","all",0.684496215670357
"Mexico","Argentina","2012","all",0.873861572570693
"Republic of Korea","Argentina","2012","all",0.602150656529175
"Russia","Argentina","2012","all",0.846570960523459
"South Africa","Argentina","2012","all",0.696926358398813
"Turkey","Argentina","2012","all",0.575839412119879
"United Kingdom","Argentina","2012","all",0.703792196960509
"United States of America","Argentina","2012","all",0.648129632281156
"World","Argentina","2012","all",0.788232640737478
"Argentina","Australia","2012","all",0
"Brazil","Australia","2012","all",0.0270128141625282
"Canada","Australia","2012","all",0.00145782419080187
"China","Australia","2012","all",0.0252943981936115
"France","Australia","2012","all",0.0371565122813672
"Germany","Australia","2012","all",0.00489263971916991
"India","Australia","2012","all",0.0105577876588489
"Indonesia","Australia","2012","all",0.00869749101799305
"Italy","Australia","2012","all",0.0108015489083927
"Japan","Australia","2012","all",0.0511192511148394
"Mexico","Australia","2012","all",0.0730025453430131
"Republic of Korea","Australia","2012","all",0.0954931250138247
"Russia","Australia","2012","all",0.0610380031918327
"Saudi Arabia","Australia","2012","all",0
"South Africa","Australia","2012","all",0.000997189423929292
"Turkey","Australia","2012","all",0
"United Kingdom","Australia","2012","all",0.0266180907961558
"United States of America","Australia","2012","all",0.00673389532216903
"World","Australia","2012","all",0.0259493628042198
"Argentina","Brazil","2012","all",0.27292931984458
"Australia","Brazil","2012","all",0.0461457901558384
"Canada","Brazil","2012","all",0.068589256254834
"China","Brazil","2012","all",0.220865659907081
"France","Brazil","2012","all",0.137317432031571
"Germany","Brazil","2012","all",0.166936823115
"India","Brazil","2012","all",0.1957175292646
"Indonesia","Brazil","2012","all",0.352262208665316
"Italy","Brazil","2012","all",0.143202152659341
"Japan","Brazil","2012","all",0.113393560194185
"Mexico","Brazil","2012","all",0.294431692331018
"Republic of Korea","Brazil","2012","all",0.138298226935186
"Russia","Brazil","2012","all",0.0063506598783902
"Saudi Arabia","Brazil","2012","all",0.0106009792279114
"South Africa","Brazil","2012","all",0.0910577568234327
"Turkey","Brazil","2012","all",0.100071484868817
"United Kingdom","Brazil","2012","all",0.188394441232286
"United States of America","Brazil","2012","all",0.130286164567872
"World","Brazil","2012","all",0.166819640782495
"Argentina","Canada","2012","all",0.0853616623654121
"Australia","Canada","2012","all",0.196568950620892
"Brazil","Canada","2012","all",0.0394840920605568
"China","Canada","2012","all",0.0252473163528509
"France","Canada","2012","all",0.0897013329001317
"Germany","Canada","2012","all",0.207572099943137
"India","Canada","2012","all",0.00871411822095224
"Indonesia","Canada","2012","all",0.0114789177040426
"Italy","Canada","2012","all",0.0847803828062127
"Japan","Canada","2012","all",0.326902353030283
"Mexico","Canada","2012","all",0.170606277935195
"Republic of Korea","Canada","2012","all",0.301664289846384
"Russia","Canada","2012","all",0.0375098370355343
"Saudi Arabia","Canada","2012","all",9.92137284300292e-05
"South Africa","Canada","2012","all",0.0527946958064982
